chemical formula,saturation magnetization,compoundradix,stoicentw,Zw,periodw,groupw,meltingTw,miedemaH,valencew,electronegw
Mg9 Mn2 N8,0.20064746108914402,3.0,0.955131195451464,23.193530978947365,2.6842105263157894,8.0,623.6947368421052,-126.00554016620497,3.789473684210526,2.063684210526316
Mn1,1.2357393381645791,1.0,-0.0,54.9380443,4.0,7.0,1519.0,0.0,7.0,1.55
Mn1 Ag1 N1,0.24756652255651143,3.0,1.0986122886681098,58.93775476666666,3.6666666666666665,11.0,939.0266666666666,-88.88888888888889,5.333333333333333,2.1733333333333333
Mn1 Al1,0.8740233781945266,2.0,0.6931471805599453,40.959791435,3.5,10.0,1226.2350000000001,-19.0,5.0,1.58
Mn1 Al1 Au2,0.7507559045766177,3.0,1.0397207708399179,118.9631804675,4.75,10.5,1281.7825,-21.25,5.0,2.06
Mn1 Al1 Co2,1.0614173808691865,3.0,1.0397207708399179,49.9464929175,3.75,9.5,1497.1175,-16.75,5.0,1.73
Mn1 Al1 Cu1 Pd1,0.7983700445949298,4.0,1.3862943611198906,62.971720717500006,4.0,10.25,1409.5725,-24.75,4.5,1.8150000000000002
Mn1 Al1 Cu2,0.7861110291272326,3.0,1.0397207708399179,52.2530457175,3.75,10.5,1292.0025,-3.25,4.5,1.74
Mn1 Al1 Fe1 Co1,0.7580942658669587,4.0,1.3862943611198906,49.1744943175,3.75,9.25,1507.8675,-13.75,5.25,1.7175
Mn1 Al1 Fe2,1.0841744842980177,3.0,1.0397207708399179,48.4024957175,3.75,9.0,1518.6175,-10.25,5.5,1.705
Mn1 Al1 Ni2,1.1794361359459336,3.0,1.0397207708399179,49.826615717500005,3.75,10.0,1477.1175,-19.75,4.5,1.7449999999999999
Mn1 Al1 Ni6,0.6154576938982932,3.0,0.7356219397587946,54.26002785875,3.875,10.0,1602.55875,-12.4375,4.25,1.8275000000000001
Mn1 Al1 Os2,0.468552442043388,3.0,1.0397207708399179,115.5963957175,4.75,9.0,2266.1175000000003,-18.25,6.5,1.8900000000000001
Mn1 Al1 Pd2,0.8111458004417336,3.0,1.0397207708399179,73.6903957175,4.25,10.0,1527.1425,-39.25,4.5,1.8900000000000001
Mn1 Al1 Pt2,0.802398288100567,3.0,1.0397207708399179,118.0223457175,4.75,10.0,1633.8175,-40.75,5.5,1.93
Mn1 Al1 Rh2,0.9185164932506094,3.0,1.0397207708399179,71.9326467175,4.25,9.5,1731.6175,-28.75,5.5,1.93
Mn1 Al1 Ru2,0.47646657212773424,3.0,1.0397207708399179,71.0158957175,4.25,9.0,1916.6175,-20.75,6.5,1.8900000000000001
Mn1 Al1 Tc1,0.8886230945281773,3.0,1.0986122886681098,59.973194289999995,4.0,9.0,1627.49,-20.888888888888893,5.666666666666666,1.6866666666666665
Mn1 Al1 V2,0.44254302271403756,3.0,1.0397207708399179,45.9506507175,3.75,7.5,1704.6175,-13.25,5.0,1.605
Mn1 Al2 Co1,0.4438727773300145,3.0,1.0397207708399179,41.95857896,3.5,10.5,1288.4850000000001,-20.25,4.5,1.6624999999999999
Mn1 Al2 Cu1,0.48635092635547367,3.0,1.0397207708399179,43.11185536,3.5,11.0,1185.9275,-9.0,4.25,1.6675
Mn1 Al2 Ni1,0.6675009994236105,3.0,1.0397207708399179,41.89864036,3.5,10.75,1278.4850000000001,-22.5,4.25,1.67
Mn1 Al2 Tc1,0.7009397634611882,3.0,1.0397207708399179,51.72528036,3.75,10.0,1453.9850000000001,-21.5,5.0,1.6675
Mn1 Au1,1.4765293341738925,2.0,0.6931471805599453,125.9523069,5.0,9.0,1428.165,-11.0,6.0,2.045
Mn1 Au2,0.9724796634293517,2.0,0.6365141682948129,149.62372776666666,5.333333333333333,9.666666666666666,1397.8866666666665,-9.777777777777777,5.666666666666666,2.21
Mn1 Au3,0.706150653764992,2.0,0.5623351446188083,161.4594382,5.5,10.0,1382.7475,-8.25,5.5,2.2925
Mn1 Au4,0.5564216253757286,2.0,0.5004024235381879,168.56086446,5.6000000000000005,10.200000000000001,1373.664,-7.040000000000001,5.4,2.342
Mn1 B2,1.4255364686164966,2.0,0.6365141682948129,25.5193481,2.6666666666666665,11.0,2072.3333333333335,-28.444444444444443,4.333333333333333,1.8766666666666665
Mn1 B4,0.20486958804845562,2.0,0.5004024235381879,19.63560886,2.4000000000000004,11.8,2183.0,-20.480000000000004,3.8000000000000003,1.9420000000000002
Mn1 B4 Mo3,0.2815983134076987,3.0,0.9743147528693494,48.253880537499995,3.375,9.625,2450.375,-32.5625,4.625,2.02375
Mn1 B4 W3,0.3919990171690308,3.0,0.9743147528693494,81.2126305375,3.75,9.625,2750.0,-30.125,4.625,2.09875
Mn1 Be1 Ru2,0.47773368143547074,3.0,1.0397207708399179,66.5235568625,4.0,6.25,2073.25,-9.5,6.25,1.8800000000000001
Mn1 Be12,0.22156156882684772,2.0,0.2711893730418441,12.544941700000003,2.153846153846154,2.3846153846153846,1556.8461538461538,-2.840236686390533,2.3846153846153846,1.5684615384615386
Mn1 Be2 Co1,0.9611550655476552,3.0,1.0397207708399179,32.97390125,3.0,5.0,1601.75,-8.25,4.0,1.6424999999999998
Mn1 Be2 Pt1,0.927364323147887,3.0,1.0397207708399179,67.01182765,3.5,5.25,1670.1,-17.0,4.25,1.7425000000000002
Mn1 Be2 Rh1,0.9292470832805898,3.0,1.0397207708399179,43.96697815,3.25,5.0,1719.0,-12.0,4.25,1.7425
Mn1 Be2 Ru1,0.9413905835507138,3.0,1.0397207708399179,43.50860265,3.25,4.75,1811.5,-9.25,4.75,1.7225
Mn1 Be3,0.46262436696681786,2.0,0.5623351446188083,20.4936484375,2.5,3.25,1549.75,-7.5,3.25,1.565
Mn1 Be4 Al1,0.4255837747804969,3.0,0.8675632284814613,19.661385911666667,2.5,4.666666666666667,1448.7450000000001,-6.555555555555555,3.0,1.5733333333333333
Mn1 Bi3,0.4303349650553437,2.0,0.5623351446188083,170.469811825,5.5,13.0,788.2750000000001,2.25,5.5,1.9025
Mn1 Cd2 N2,0.3317973642546394,3.0,1.054920167986144,61.55616886000001,3.5999999999999996,12.200000000000001,566.748,-95.68,4.2,2.2020000000000004
Mn1 Cd3,0.5261982215984635,2.0,0.5623351446188083,98.045311075,4.75,10.75,825.415,1.5,3.25,1.655
Mn1 Co1,2.020061409459119,2.0,0.6931471805599453,56.935619349999996,4.0,8.0,1643.5,-5.0,6.0,1.7149999999999999
Mn1 Co1 Cu1 Sn1,0.7910209527195701,4.0,1.3862943611198906,74.032059675,4.25,10.25,1287.4625,1.25,5.0,1.8225
Mn1 Co1 Ni1 Sn1,1.0706386329341544,4.0,1.3862943611198906,72.81884467500001,4.25,10.0,1380.02,-6.0,5.0,1.825
Mn1 Co1 Pt2,1.338545692854754,3.0,1.0397207708399179,126.010259675,5.0,9.0,1842.45,-18.75,6.0,1.9974999999999998
Mn1 Co1 Sb1,0.7268155006738373,3.0,1.0986122886681098,78.54377956666666,4.333333333333333,10.333333333333334,1396.9266666666665,-6.222222222222221,5.666666666666666,1.8266666666666664
Mn1 Co1 Si1,0.5987005808369408,3.0,1.0986122886681098,47.31874623333333,3.666666666666666,10.0,1657.9999999999998,-39.11111111111111,5.333333333333333,1.7766666666666666
Mn1 Co1 Sn1 Pd1,1.012248358850225,4.0,1.3862943611198906,84.750734675,4.5,10.0,1405.0325,-17.5,5.0,1.8975
Mn1 Co1 Sn1 Rh1,0.9967324566462313,4.0,1.3862943611198906,83.871860175,4.5,9.75,1507.27,-10.75,5.5,1.9175
Mn1 Co1 Sn4,0.27921307763048,3.0,0.8675632284814613,98.11900645,4.666666666666666,12.0,884.5533333333332,-3.666666666666666,4.666666666666667,1.8783333333333332
Mn1 Co2 Ge1,1.273568013715069,3.0,1.0397207708399179,61.358808275,4.0,9.75,1566.6,-21.125,5.25,1.8299999999999998
Mn1 Co2 N2,0.9392937884766751,3.0,1.054920167986144,40.16368662,3.2,11.0,1036.26,-87.68,5.4,2.278
Mn1 Co2 Sb1,1.3115954770939817,3.0,1.0397207708399179,73.641133275,4.25,10.0,1489.695,-4.25,5.5,1.8399999999999999
Mn1 Co2 Si1,1.3208007220852986,3.0,1.0397207708399179,50.222358275,3.75,9.75,1685.5,-32.75,5.25,1.8025
Mn1 Co2 Sn1,1.141655519725147,3.0,1.0397207708399179,72.878783275,4.25,9.75,1390.02,-4.25,5.25,1.8175
Mn1 Co21 B6 Mo1,0.7500031284452547,4.0,0.7919327952430184,50.11538367931034,3.6206896551724137,9.655172413793105,1918.5172413793105,-17.241379310344826,4.689655172413793,1.9113793103448276
Mn1 Cr1,0.6264212949295755,2.0,0.6931471805599453,53.46710215,4.0,6.5,1849.5,2.0,6.5,1.605
Mn1 Cr1 B2,0.992590091301491,3.0,1.0397207708399179,32.138551075,3.0,9.75,2099.25,-31.0,4.75,1.8225
Mn1 Cr1 N2,0.8875812615438995,3.0,1.0397207708399179,33.737051075000004,3.0,10.75,956.325,-112.5,5.75,2.3225
Mn1 Cr1 Ni4 Sn2,0.786616528415568,4.0,1.2130075659799042,72.3911705375,4.25,10.125,1452.645,-5.25,4.625,1.84625
Mn1 Cr1 Pt6,0.7199440402181696,3.0,0.7356219397587946,159.6804505375,5.5,9.125,1993.4250000000002,-19.375,6.125,2.11125
Mn1 Cr1 Re1,0.8588202588619721,3.0,1.0986122886681098,97.7137681,4.666666666666666,6.666666666666666,2386.0,-1.3333333333333333,6.666666666666666,1.7033333333333331
Mn1 Cr1 Sb2,0.8333727619142367,3.0,1.0397207708399179,87.61360107499999,4.5,10.75,1376.6399999999999,-1.5,5.75,1.8275
Mn1 Cu1 Ni1 Sn1,0.7811681957736888,4.0,1.3862943611198906,73.972121075,4.25,10.5,1277.4625,-1.0,4.75,1.8299999999999998
Mn1 Cu1 Pd2,0.9564193108317441,3.0,1.0397207708399179,82.831586075,4.5,9.5,1633.2175,-17.5,4.75,1.9625000000000001
Mn1 Cu1 Pt2,0.8779236407457537,3.0,1.0397207708399179,127.163536075,5.0,9.5,1739.8925,-19.0,5.75,2.0025
Mn1 Cu1 Pt6,0.36136521752008804,3.0,0.7356219397587946,161.12421803750001,5.5,9.75,1890.6462500000002,-14.75,5.875,2.14125
Mn1 Cu1 Sb1,0.9212821749761831,3.0,1.0986122886681098,80.08148143333332,4.333333333333333,11.0,1260.1833333333332,0.0,5.333333333333333,1.833333333333333
Mn1 Cu2 Sb1,0.7407135690673702,3.0,1.0397207708399179,75.94768607500001,4.25,11.0,1284.58,2.75,5.0,1.8499999999999999
Mn1 Cu2 Sn1,0.7477692333541126,3.0,1.0397207708399179,75.18533607500001,4.25,10.75,1184.905,3.75,4.75,1.8275
Mn1 Cu4 Sn1,0.6473159110320481,3.0,0.8675632284814613,71.30565738333333,4.166666666666667,10.833333333333334,1242.5266666666666,4.111111111111111,4.5,1.8516666666666666
Mn1 Fe1,0.5269158804580696,2.0,0.6931471805599453,55.39162215,4.0,7.5,1665.0,0.0,6.5,1.69
Mn1 Fe1 Co1 Ge1,0.9968130193603445,4.0,1.3862943611198906,60.586809675,4.0,9.5,1577.35,-18.625,5.5,1.8175
Mn1 Fe1 Pd6,0.9226667178550102,3.0,0.7356219397587946,93.6636555375,4.75,9.375,1787.2875,-10.125,4.625,2.0725000000000002
Mn1 Fe1 Pt2,1.2973305595346878,3.0,1.0397207708399179,125.238261075,5.0,8.75,1853.2,-20.5,6.25,1.9849999999999999
Mn1 Fe1 Sn4,0.5035487851788946,3.0,0.8675632284814613,97.60434071666667,4.666666666666666,11.833333333333334,891.7199999999999,1.7777777777777777,4.833333333333333,1.8699999999999999
Mn1 Fe10 N8,0.3137007913157957,3.0,0.8569977547780645,38.18137075263157,3.1578947368421053,10.894736842105262,1059.6947368421054,-87.66759002770081,5.631578947368421,2.324736842105263
Mn1 Fe2 Ge1,0.5092429333622076,3.0,1.0397207708399179,59.814811074999994,4.0,9.25,1588.1,-15.625,5.75,1.805
Mn1 Fe2 N2,0.7147693807308015,3.0,1.054920167986144,38.92848886,3.2,10.600000000000001,1053.46,-93.76000000000002,5.800000000000001,2.258
Mn1 Fe2 Si1,0.8195091408010049,3.0,1.0397207708399179,48.678361075,3.75,9.25,1707.0,-28.75,5.75,1.7775
Mn1 Fe3,1.9423641738663797,2.0,0.5623351446188083,55.618411075,4.0,7.75,1738.0,0.0,6.25,1.76
Mn1 Fe4,1.9786739837980971,2.0,0.5004024235381879,55.663768860000005,4.0,7.800000000000001,1752.6000000000001,0.0,6.200000000000001,1.7740000000000002
Mn1 Ga1,1.034228316708952,2.0,0.6931471805599453,62.33057215,4.0,10.0,910.9573,-13.0,5.0,1.6800000000000002
Mn1 Ga1 Co2,1.1251465429931653,3.0,1.0397207708399179,60.631883275,4.0,9.5,1339.47865,-11.25,5.0,1.78
Mn1 Ga1 Fe1 Co1,0.7563193219153851,4.0,1.3862943611198906,59.859884675,4.0,9.25,1350.22865,-8.0,5.25,1.7674999999999998
Mn1 Ga1 Fe2,1.0499407762723356,3.0,1.0397207708399179,59.087886075,4.0,9.0,1360.97865,-4.25,5.5,1.7550000000000001
Mn1 Ga1 Ni2,1.1489120192241866,3.0,1.0397207708399179,60.512006075,4.0,10.0,1319.47865,-14.75,4.5,1.795
Mn1 Ga1 Pd2,0.8243942478468922,3.0,1.0397207708399179,84.37578607500001,4.5,10.0,1369.50365,-35.75,4.5,1.9400000000000002
Mn1 Ga1 Pt1,0.7742570473270276,3.0,1.0986122886681098,106.58201476666666,4.666666666666666,10.0,1287.7715333333333,-35.111111111111114,5.333333333333333,1.8799999999999997
Mn1 Ga1 Pt2,0.8645938777747156,3.0,1.0397207708399179,128.707736075,5.0,10.0,1476.17865,-36.25,5.5,1.98
Mn1 Ga1 Rh2,0.9173430447626905,3.0,1.0397207708399179,82.618037075,4.5,9.5,1573.97865,-23.75,5.5,1.9799999999999998
Mn1 Ga1 Ru1,1.0622862349722988,3.0,1.0986122886681098,75.24438143333333,4.333333333333333,9.333333333333334,1476.3048666666666,-15.555555555555554,6.0,1.8533333333333333
Mn1 Ga1 Ru2,0.47910618148301165,3.0,1.0397207708399179,81.701286075,4.5,9.0,1758.97865,-14.25,6.5,1.9400000000000002
Mn1 Ga2 Co1,0.8197946798782912,3.0,1.0397207708399179,63.329359675,4.0,10.5,973.2073,-13.25,4.5,1.7625
Mn1 Ga2 Ni1,0.6679224097147459,3.0,1.0397207708399179,63.269421075000004,4.0,10.75,963.2073,-16.0,4.25,1.77
Mn1 Ga2 Ni9,0.6523613087846794,3.0,0.7214636866925115,60.218767025,4.0,10.25,1473.0691,-10.222222222222221,4.083333333333333,1.8633333333333333
Mn1 Ga2 Tc1,0.6523161634341648,3.0,1.0397207708399179,73.096061075,4.25,10.0,1138.7073,-13.5,5.0,1.7674999999999998
Mn1 Ge1 Pd2,0.7917427104258429,3.0,1.0397207708399179,85.102711075,4.5,10.25,1596.625,-41.125,4.75,1.99
Mn1 Ge1 Rh2,1.0582637460045115,3.0,1.0397207708399179,83.344962075,4.5,9.75,1801.1,-30.625,5.75,2.03
Mn1 Ge1 Ru2,0.678122884301367,3.0,1.0397207708399179,82.42821107500001,4.5,9.25,1986.1,-22.625,6.75,1.99
Mn1 Ge3,0.6532933664251281,2.0,0.5623351446188083,68.20761107499999,4.0,12.25,1288.3000000000002,-23.625,4.75,1.8949999999999998
Mn1 Hg1,1.234258582461604,2.0,0.6931471805599453,127.76517215,5.0,9.5,876.6605,4.0,5.5,1.775
Mn1 Hg3,0.5576592530199562,2.0,0.5623351446188083,164.178736075,5.5,10.75,555.4907499999999,3.0,4.75,1.8875
Mn1 In1 Ag1 Pd1,0.6802238769318939,4.0,1.3862943611198906,96.011341075,4.75,10.25,1252.932125,-11.75,4.5,1.865
Mn1 In1 Cu2,0.7592357719965366,3.0,1.0397207708399179,74.212186075,4.25,10.5,1166.0721250000001,7.75,4.5,1.7825
Mn1 In1 Fe1,1.2547918452162083,3.0,1.0986122886681098,75.2004481,4.333333333333333,9.333333333333334,1253.2495,9.777777777777779,5.333333333333333,1.72
Mn1 In1 Ni2,0.8684728197037737,3.0,1.0397207708399179,71.785756075,4.25,10.0,1351.187125,-2.25,4.5,1.7874999999999999
Mn1 In1 Pd2,0.8051628271463318,3.0,1.0397207708399179,95.649536075,4.75,10.0,1401.212125,-26.25,4.5,1.9325
Mn1 In1 Rh2,0.8392635349339014,3.0,1.0397207708399179,93.891787075,4.75,9.5,1605.687125,-11.25,5.5,1.9725
Mn1 In3,0.4588572930997257,2.0,0.5623351446188083,99.848086075,4.75,11.5,702.061375,2.25,4.0,1.7225
Mn1 N1,1.6257626576315634,2.0,0.6931471805599453,34.47252215,3.0,11.0,791.075,-119.0,6.0,2.295
Mn1 Nb1 Ru2,0.8201033862788434,3.0,1.0397207708399179,87.49710407500001,4.75,7.0,2370.75,-27.0,7.0,1.8875
Mn1 Ni1,2.0087096413203387,2.0,0.6931471805599453,56.815742150000005,4.0,8.5,1623.5,-8.0,5.5,1.73
Mn1 Ni1 Ge1,0.8068500953330883,3.0,1.0986122886681098,62.0874281,4.0,10.333333333333332,1486.1333333333332,-28.0,5.0,1.8233333333333333
Mn1 Ni1 Sb1,0.8111043836886503,3.0,1.0986122886681098,78.46386143333334,4.333333333333333,10.666666666666668,1383.5933333333332,-8.88888888888889,5.333333333333333,1.8366666666666664
Mn1 Ni1 Sb2,0.43946152305223424,3.0,1.0397207708399179,89.287921075,4.5,11.75,1263.6399999999999,-8.0,5.25,1.89
Mn1 Ni1 Sn1 Pd1,0.7756514969659298,4.0,1.3862943611198906,84.69079607500001,4.5,10.25,1395.0325,-19.0,4.75,1.905
Mn1 Ni1 Sn1 Rh1,0.8205458682615949,4.0,1.3862943611198906,83.811921575,4.5,10.0,1497.27,-12.25,5.25,1.925
Mn1 Ni2 Ge1,0.9261736638392749,3.0,1.0397207708399179,61.238931074999996,4.0,10.25,1546.6,-23.625,4.75,1.845
Mn1 Ni2 N2,0.1861789114615876,3.0,1.054920167986144,40.06778486,3.2,11.4,1020.26,-84.80000000000001,5.0,2.29
Mn1 Ni2 Sb1,0.7632359446199428,3.0,1.0397207708399179,73.521256075,4.25,10.5,1469.695,-7.25,5.0,1.8549999999999998
Mn1 Ni2 Sn1,0.9487666378914086,3.0,1.0397207708399179,72.758906075,4.25,10.25,1370.02,-7.75,4.75,1.8324999999999998
Mn1 Ni3,1.4271107154562908,2.0,0.5623351446188083,57.754591075,4.0,9.25,1675.75,-6.0,4.75,1.8199999999999998
Mn1 Pb2 N2,0.3925119924152527,3.0,1.054920167986144,99.47440886000001,4.0,13.0,569.3040000000001,-88.32000000000002,5.0,2.274
Mn1 Pd1,1.7611774381991767,2.0,0.6931471805599453,80.67952215,4.5,8.5,1673.525,-23.0,5.5,1.875
Mn1 Pd2 Au1,0.8658885258406638,3.0,1.0397207708399179,116.18665345,5.0,9.5,1628.1075,-14.25,5.0,2.1225
Mn1 Pd2 N2,0.4582229012770244,3.0,1.054920167986144,59.15880886000001,3.5999999999999996,11.4,1060.28,-85.12,5.0,2.406
Mn1 Pd3,0.8668882607759724,2.0,0.5623351446188083,93.55026107500001,4.75,9.25,1750.7875,-17.25,4.75,2.0375
Mn1 Pt1,1.5774865555663977,2.0,0.6931471805599453,125.01147215,5.0,8.5,1780.2,-28.0,6.5,1.915
Mn1 Pt2,1.141838073925146,2.0,0.6365141682948129,148.36928143333333,5.333333333333333,9.0,1867.2666666666667,-24.888888888888886,6.333333333333333,2.036666666666666
Mn1 Pt3,0.8663446199893582,2.0,0.5623351446188083,160.048186075,5.5,9.25,1910.8000000000002,-21.0,6.25,2.0974999999999997
Mn1 Re1 Pt1,0.9067777835444504,3.0,1.0986122886681098,145.41001476666665,5.333333333333333,7.999999999999999,2339.8,-14.666666666666664,6.666666666666666,1.9099999999999997
Mn1 Rh1,1.7590536515246729,2.0,0.6931471805599453,78.92177315,4.5,8.0,1878.0,-16.0,6.5,1.915
Mn1 Rh2 Pb1,0.8486320649658406,3.0,1.0397207708399179,116.98976207500002,5.0,9.75,1648.4025,-3.25,5.75,1.9949999999999999
Mn1 Sb1,0.9541152531025898,2.0,0.6931471805599453,88.34907215,4.5,11.0,1211.3899999999999,-11.0,6.0,1.7999999999999998
Mn1 Sb1 Au1,0.8130667063264442,3.0,1.0986122886681098,124.55490459999999,5.0,11.0,1253.37,-11.555555555555554,5.666666666666666,2.0466666666666664
Mn1 Sb1 Pd1,0.6536293978485764,3.0,1.0986122886681098,94.3730481,4.666666666666666,10.666666666666666,1416.9433333333332,-27.555555555555554,5.333333333333333,1.9333333333333331
Mn1 Sb1 Pd2,0.7314494023540017,3.0,1.0397207708399179,97.385036075,4.75,10.5,1519.72,-28.25,5.0,2.0
Mn1 Sb1 Pt1,0.7621474112849778,3.0,1.0986122886681098,123.92768143333332,5.0,10.666666666666666,1488.06,-24.888888888888886,5.999999999999999,1.9599999999999997
Mn1 Sb1 Rh1,0.6678046824615422,3.0,1.0986122886681098,93.20121543333333,4.666666666666666,10.333333333333334,1553.26,-15.555555555555554,6.0,1.9599999999999997
Mn1 Sb1 Rh2,0.7604481074341773,3.0,1.0397207708399179,95.627287075,4.75,10.0,1724.195,-14.75,6.0,2.04
Mn1 Sb1 Ru2,0.7983199315881637,3.0,1.0397207708399179,94.710536075,4.75,9.5,1909.195,-3.75,7.0,2.0
Mn1 Sb4,0.34058243882942457,2.0,0.5004024235381879,108.39568885999999,4.8,13.4,1026.824,-7.040000000000001,5.4,1.95
Mn1 Si1 Ni1,0.8584232142802809,3.0,1.0986122886681098,47.2388281,3.666666666666666,10.333333333333332,1644.6666666666665,-41.333333333333336,5.0,1.7866666666666666
Mn1 Si1 Ni2,0.9605645439473569,3.0,1.0397207708399179,50.102481075,3.75,10.25,1665.5,-35.25,4.75,1.8175
Mn1 Si1 Rh2,1.102937546882959,3.0,1.0397207708399179,72.208512075,4.25,9.75,1920.0,-42.25,5.75,2.0025
Mn1 Si1 Ru2,0.6990601795238469,3.0,1.0397207708399179,71.29176107500001,4.25,9.25,2105.0,-35.75,6.75,1.9625000000000001
Mn1 Si1 Tc2,0.36535372408771305,3.0,1.0397207708399179,69.75576107500001,4.25,8.75,2016.5,-34.25,6.25,1.8124999999999998
Mn1 Sn1,0.8687693634693843,2.0,0.6931471805599453,86.82437215,4.5,10.5,1012.04,-7.0,5.5,1.755
Mn1 Sn1 Au1,0.72623105147566,3.0,1.0986122886681098,123.53843793333333,5.0,10.666666666666666,1120.4699999999998,-12.444444444444443,5.333333333333333,2.0166666666666666
Mn1 Sn1 Pd2,0.7348886479683836,3.0,1.0397207708399179,96.622686075,4.75,10.25,1420.045,-30.25,4.75,1.9775
Mn1 Sn1 Pt1,0.6806947990555173,3.0,1.0986122886681098,122.91121476666666,5.0,10.333333333333332,1355.1599999999999,-26.666666666666664,5.666666666666666,1.9299999999999997
Mn1 Sn1 Rh2,0.9541140014573933,3.0,1.0397207708399179,94.864937075,4.75,9.75,1624.52,-16.25,5.75,2.0175
Mn1 Sn1 Ru2,0.615322845677138,3.0,1.0397207708399179,93.948186075,4.75,9.25,1809.52,-5.25,6.75,1.9775
Mn1 Sn3,0.4843187097638392,2.0,0.5623351446188083,102.76753607500001,4.75,12.25,758.56,-5.25,4.75,1.8575
Mn1 Tc1 Os1,0.5642250118393266,3.0,1.0986122886681098,114.3903481,5.0,7.333333333333332,2418.333333333333,-7.555555555555555,7.333333333333332,1.8833333333333333
Mn1 Tc1 Pd1,0.2930451557697364,3.0,1.0986122886681098,86.45301476666667,4.666666666666666,7.999999999999999,1925.6833333333332,-12.0,5.999999999999999,1.8833333333333333
Mn1 Tc2 Ge1,0.33408947063681665,3.0,1.0397207708399179,80.892211075,4.5,8.75,1897.6,-21.125,6.25,1.8399999999999999
Mn1 Tc2 Sb1,0.4086057785071685,3.0,1.0397207708399179,93.17453607499999,4.75,9.0,1820.695,-2.75,6.5,1.8499999999999999
Mn1 Tl1 Rh2,0.7757086173211472,3.0,1.0397207708399179,116.282262075,5.0,9.5,1642.5,-2.75,5.5,1.9324999999999999
Mn1 Tl3,0.44714810077674544,2.0,0.5623351446188083,167.019511075,5.5,11.5,812.5,8.25,4.0,1.6025
Mn1 V1 Co4 Si2,1.0527795280888415,4.0,1.2130075659799042,49.7227914875,3.75,9.5,1768.5,-35.4375,5.0,1.8125
Mn1 V1 Fe4 Si2,0.5271940637307464,4.0,1.2130075659799042,48.1787942875,3.75,9.0,1790.0,-30.9375,5.5,1.7875
Mn1 V1 N2,0.1986070626536867,3.0,1.0397207708399179,33.473388575,3.0,10.5,957.075,-131.25,5.5,2.315
Mn1 V1 Ni1,0.4489872205632229,3.0,1.0986122886681098,54.857664766666666,4.0,7.333333333333333,1810.0,-12.0,5.333333333333333,1.6966666666666665
Mn1 V1 Ni4 Sn2,0.5573039396176741,4.0,1.2130075659799042,72.2593392875,4.25,10.0,1453.02,-9.5625,4.5,1.8424999999999998
Mn1 V1 Ru2,0.8849905905834762,3.0,1.0397207708399179,77.005888575,4.5,7.0,2229.0,-18.25,7.0,1.895
Mn1 V2 Fe1,0.2780865415969967,3.0,1.0397207708399179,53.166566075000006,4.0,6.25,1924.0,-4.0,5.75,1.66
Mn1 V2 Mo1,0.2042876800163405,3.0,1.0397207708399179,63.193016075,4.25,5.75,2195.25,0.75,5.75,1.7425
Mn1 Zn1,1.1372619607270062,2.0,0.6931471805599453,60.16002215,4.0,9.5,1105.84,-6.0,4.5,1.6
Mn1 Zn1 Au2,0.768013403477862,3.0,1.0397207708399179,128.563295825,5.0,10.25,1221.585,-15.0,4.75,2.0700000000000003
Mn1 Zn1 Ni2,1.2298321753521921,3.0,1.0397207708399179,59.426731075000006,4.0,9.75,1416.92,-10.0,4.25,1.755
Mn1 Zn1 Pd2,0.9376484635730759,3.0,1.0397207708399179,83.29051107500001,4.5,9.75,1466.945,-29.5,4.25,1.9000000000000001
Mn1 Zn1 Pt2,0.9351690715622846,3.0,1.0397207708399179,127.622461075,5.0,9.75,1573.62,-30.0,5.25,1.94
Mn1 Zn1 Rh2,0.8255696476310257,3.0,1.0397207708399179,81.532762075,4.5,9.25,1671.42,-18.0,5.25,1.9399999999999997
Mn1 Zn13,0.19981333233201612,2.0,0.25731864054383163,64.63600316428573,4.0,11.642857142857142,751.7028571428572,-1.5918367346938775,2.357142857142857,1.6428571428571428
Mn1 Zn3,0.6216276335595515,2.0,0.5623351446188083,62.771011075000004,4.0,10.75,899.26,-4.5,3.25,1.6249999999999998
Mn10 Bi8 Pd4,1.0251346627627826,3.0,1.0361987848192837,120.31398413636364,4.909090909090909,10.454545454545455,1220.8999999999999,-11.173553719008265,5.7272727272727275,1.839090909090909
Mn10 Bi8 Rh4,1.0290423375242312,3.0,1.0361987848192837,119.67480268181819,4.909090909090909,10.272727272727273,1295.2545454545452,-2.512396694214876,6.090909090909091,1.8536363636363637
Mn10 Co1 N8,1.0696724360300018,3.0,0.8569977547780645,37.91419144210526,3.1578947368421053,10.473684210526315,919.1157894736841,-112.68698060941827,6.052631578947368,2.194736842105263
Mn10 Co2 N8,0.8343025682248995,3.0,0.9433483923290392,38.96514159,3.2,10.4,961.56,-108.2,6.0,2.1790000000000003
Mn10 Cu1 Ge5,1.3833192546335138,3.0,0.8305236914828463,61.0050464375,4.0,9.4375,1412.798125,-24.8828125,5.875,1.715625
Mn10 Cu1 N8,1.1401650041031535,3.0,0.8569977547780645,38.156986473684206,3.1578947368421053,10.578947368421051,897.5247368421052,-112.48753462603877,6.0,2.1957894736842105
Mn10 Cu2 N8,0.7354327298608699,3.0,0.9433483923290392,39.42645215,3.2,10.6,920.537,-107.84,5.9,2.181
