,chemical formula,production info,compound space group,unit cell volume,lattice parameters,lattice angles,atomic positions,crystal info,unit cell spin polarization,atomic spin specie,saturation magnetization,magnetization temperature,magnetization info,magnetocrystalline anisotropy energy,anisotropy energy type,magnetocrystalline anisotropy constants,kind of anisotropy,anisotropy info,exchange integrals,exchange info,magnetic order,curie temperature,curie temperature info,anisotropy field,remanence,coercivity,energy product,hysteresis info,domain wall width,domain wall info,exchange stiffness,exchange stiffness info
1383,Sc1Co3C1,Imposed tetragonal distortion on cubic phase from Materials Project database,123,55.374291,"[3.77344, 3.77344, 3.88895]","[90.0, 90.0, 90.0]","['Sc1(1a)', 0.0, 0.0, 0.0, 'Co1(2e)', 0.0, 0.5, 0.5, 'Co2(1c)', 0.5, 0.5, 0.0, 'C1(1d)', 0.5, 0.5, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.0009471150000000001,0.0,"software VASP (vasp.5.3.3), k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Co:PAW_PBE:02Aug2007, C_s:PAW_PBE:06Sep2000",,uniaxial,"[-0.00946203, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Co:PAW_PBE:02Aug2007, C_s:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1384,Ta8Cr16,Imposed tetragonal distortion on cubic phase from Materials Project database,141,333.877523,"[4.85642, 4.85642, 7.07824]","[90.0, 90.0, 90.0]","['Ta1(4a)', 0.0, 0.7500000000000001, 0.125, 'Cr1(8d)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.0011274,0.0,"software VASP (vasp.5.3.3), k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Ta:PAW_PBE:17Jan2003, Cr:PAW_PBE:06Sep2000",,uniaxial,"[0.000974129, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Ta:PAW_PBE:17Jan2003, Cr:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1385,Ni4As4S4,Imposed tetragonal distortion on cubic phase from Materials Project database,19,184.794055,"[5.63894, 5.63894, 5.81155]","[90.0, 90.0, 90.0]","['Ni1(4a)', -0.006940000000000001, 0.5069400000000001, 0.006940000000000001, 'As1(4a)', 0.87919, 0.12081000000000001, 0.87919, 'S1(4a)', 0.11587000000000001, 0.8841300000000001, 0.11587000000000001]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.000441453,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Ni:PAW_PBE:02Aug2007, As:PAW_PBE:22Sep2009, S:PAW_PBE:06Sep2000",,uniaxial,"[0.00033814, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Ni:PAW_PBE:02Aug2007, As:PAW_PBE:22Sep2009, S:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1386,Sc4Ni8Sn4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,245.054627,"[4.38068, 4.38068, 6.38485]","[90.0, 90.0, 90.0]","['Sc1(2a)', 0.0, 0.0, 0.0, 'Ni1(4d)', 0.0, 0.5, 0.25, 'Sn1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,5.706780000000001e-05,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x7, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Ni:PAW_PBE:02Aug2007, Sn_d:PAW_PBE:06Sep2000",,uniaxial,"[-0.000810733, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x7, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Ni:PAW_PBE:02Aug2007, Sn_d:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1387,V8Cr4Re4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,212.731908,"[4.17892, 4.17892, 6.09079]","[90.0, 90.0, 90.0]","['V1(4d)', 0.0, 0.5, 0.25, 'Cr1(2a)', 0.0, 0.0, 0.0, 'Re1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.00111207,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, V_sv:PAW_PBE:02Aug2007, Cr:PAW_PBE:06Sep2000, Re:PAW_PBE:17Jan2003",,uniaxial,"[-0.00424024, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, V_sv:PAW_PBE:02Aug2007, Cr:PAW_PBE:06Sep2000, Re:PAW_PBE:17Jan2003",,,,,,,,,,,,,,
1388,Zr4Fe4Te4,Imposed tetragonal distortion on cubic phase from Materials Project database,119,229.54886,"[4.28626, 4.28626, 6.24724]","[90.0, 90.0, 90.0]","['Zr1(2b)', 0.0, 0.0, 0.5, 'Fe1(2c)', 0.0, 0.5, 0.25, 'Te1(2a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,3.0460600000000004e-05,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Zr_sv:PAW_PBE:04Jan2005, Fe:PAW_PBE:06Sep2000, Te:PAW_PBE:08Apr2002",,uniaxial,"[-4.18779e-05, 0.0]",,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Zr_sv:PAW_PBE:04Jan2005, Fe:PAW_PBE:06Sep2000, Te:PAW_PBE:08Apr2002",,,,,,,,,,,,,,
1389,Mn12Si4Ni8,Imposed tetragonal distortion on cubic phase from Materials Project database,1,304.186689,"[7.45489, 7.47171, 7.61501]","[60.94482, 60.70349, 60.24832]","['Mn1(1a)', 0.43478000000000006, 0.31522, 0.31521000000000005, 'Mn2(1a)', 0.18484, 0.06513000000000001, 0.06519000000000001, 'Mn3(1a)', 0.5652400000000001, 0.06520000000000001, 0.68478, 'Mn4(1a)', 0.18485000000000001, 0.06515, 0.6848500000000001, 'Mn5(1a)', 0.8152300000000001, -0.06523000000000001, 0.31522, 'Mn6(1a)', 0.8152200000000001, -0.06523000000000001, -0.06521, 'Mn7(1a)', 0.5651900000000001, 0.68481, 0.06520000000000001, 'Mn8(1a)', 0.56516, 0.6848700000000001, 0.6848500000000001, 'Mn9(1a)', 0.8152600000000001, 0.31527000000000005, -0.06525, 'Mn10(1a)', 0.43477000000000005, 0.31523, -0.06523000000000001, 'Mn11(1a)', 0.43477000000000005, -0.06527000000000001, 0.31524, 'Mn12(1a)', 0.18478000000000003, 0.6847700000000001, 0.06526, 'Si1(1a)', -0.00019, 0.49994000000000005, 0.00021, 'Si2(1a)', -9e-05, 0.49984000000000006, 0.5, 'Si3(1a)', 0.50021, 0.5000300000000001, 0.49981000000000003, 'Si4(1a)', 0.0, 0.00025, 0.49990000000000007, 'Ni1(1a)', 0.8665200000000001, 0.7111700000000001, 0.71118, 'Ni2(1a)', 0.21111000000000002, 0.7112, 0.7111200000000001, 'Ni3(1a)', 0.13315000000000002, 0.28883000000000003, 0.28907000000000005, 'Ni4(1a)', 0.7889700000000001, 0.28896000000000005, 0.28887, 'Ni5(1a)', 0.21114000000000002, 0.36657, 0.71111, 'Ni6(1a)', 0.7890600000000001, 0.28896000000000005, 0.63314, 'Ni7(1a)', 0.78885, 0.6332000000000001, 0.28898, 'Ni8(1a)', 0.21119000000000002, 0.7111400000000001, 0.36652]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,1.70858,0.0,"software VASP (vasp.5.3.3), k-points mesh 6x6x6, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001, Ni:PAW_PBE:02Aug2007",,uniaxial,"[-0.00722637, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 6x6x6, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001, Ni:PAW_PBE:02Aug2007",,,,,,,,,,,,,,
1390,Sc1Ni1,Imposed tetragonal distortion on cubic phase from Materials Project database,123,31.756055,"[3.13505, 3.13505, 3.23101]","[90.0, 90.0, 90.0]","['Sc1(1d)', 0.5, 0.5, 0.5, 'Ni1(1a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.0005870890000000001,0.0,"software VASP (vasp.5.3.3), k-points mesh 15x15x15, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Ni:PAW_PBE:02Aug2007",,uniaxial,"[0.00020178600000000002, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 15x15x15, Ecut-off=500 eV, PAW_PBE, Sc_sv:PAW_PBE:07Sep2000, Ni:PAW_PBE:02Aug2007",,,,,,,,,,,,,,
1391,Mg8Nb4Fe4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,259.608617,"[4.46574, 4.46574, 6.50883]","[90.0, 90.0, 90.0]","['Mg1(4d)', 0.0, 0.5, 0.25, 'Nb1(2b)', 0.0, 0.0, 0.5, 'Fe1(2a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.420214,0.0,"software VASP (vasp.5.3.3), k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Mg_pv:PAW_PBE:13Apr2007, Nb_pv:PAW_PBE:08Apr2002, Fe:PAW_PBE:06Sep2000",,uniaxial,"[-0.109957, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Mg_pv:PAW_PBE:13Apr2007, Nb_pv:PAW_PBE:08Apr2002, Fe:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1392,Mn3Sn1N1,Imposed tetragonal distortion on cubic phase from Materials Project database,123,58.363267,"[3.84015, 3.84015, 3.9577]","[90.0, 90.0, 90.0]","['Mn1(2e)', 0.0, 0.5, 0.5, 'Mn2(1c)', 0.5, 0.5, 0.0, 'Sn1(1a)', 0.0, 0.0, 0.0, 'N1(1d)', 0.5, 0.5, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.6466259999999999,0.0,"software VASP (vasp.5.3.3), k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Sn_d:PAW_PBE:06Sep2000, N_s:PAW_PBE:07Sep2000",,uniaxial,"[-0.0745908, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Sn_d:PAW_PBE:06Sep2000, N_s:PAW_PBE:07Sep2000",,,,,,,,,,,,,,
1393,Ti1Mn2Ge1,Imposed tetragonal distortion on cubic phase from Materials Project database,2,50.61673,"[4.10013, 4.10908, 4.18882]","[90.54428, 118.98719, 119.73927]","['Ti1(1h)', 0.5, 0.5, 0.5, 'Mn1(2i)', 4e-05, 0.25005, 0.7498900000000001, 'Ge1(1d)', 0.5, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.451783,0.0,"software VASP (vasp.5.3.3), k-points mesh 12x12x11, Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Mn:PAW_PBE:06Sep2000, Ge_d:PAW_PBE:03Jul2007",,uniaxial,"[-0.190825, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 12x12x11, Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Mn:PAW_PBE:06Sep2000, Ge_d:PAW_PBE:03Jul2007",,,,,,,,,,,,,,
1394,Co4S8,Imposed tetragonal distortion on cubic phase from Materials Project database,61,166.95656,"[5.45134, 5.45134, 5.6182]","[90.0, 90.0, 90.0]","['Co1(4b)', 0.0, 0.0, 0.5, 'S1(8c)', 0.8878900000000001, 0.61211, 0.38789]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.27880699999999997,0.0,"software VASP (vasp.5.3.3), k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Co:PAW_PBE:02Aug2007, S:PAW_PBE:06Sep2000",,uniaxial,"[0.120067, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Co:PAW_PBE:02Aug2007, S:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1395,Al1Ni3,Imposed tetragonal distortion on cubic phase from Materials Project database,123,45.159234,"[3.52547, 3.52547, 3.63339]","[90.0, 90.0, 90.0]","['Al1(1a)', 0.0, 0.0, 0.0, 'Ni1(1c)', 0.5, 0.5, 0.0, 'Ni2(2e)', 0.0, 0.5, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.17965399999999998,0.0,"software VASP (vasp.5.3.3), k-points mesh 14x14x13, Ecut-off=500 eV, PAW_PBE, Al:PAW_PBE:04Jan2001, Ni:PAW_PBE:02Aug2007",,uniaxial,"[0.0358686, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 14x14x13, Ecut-off=500 eV, PAW_PBE, Al:PAW_PBE:04Jan2001, Ni:PAW_PBE:02Aug2007",,,,,,,,,,,,,,
1396,Ni8P24,Imposed tetragonal distortion on cubic phase from Materials Project database,71,478.966546,"[7.74587, 7.74587, 7.98297]","[90.0, 90.0, 90.0]","['Ni1(8k)', 0.25, 0.25, 0.25, 'P1(8l)', 0.0, 0.64392, 0.8569800000000001, 'P2(8n)', 0.35608, 0.14302, 0.0, 'P3(8m)', 0.8569800000000001, 0.0, 0.35607000000000005]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,6.56931e-05,0.0,"software VASP (vasp.5.3.3), k-points mesh 6x6x6, Ecut-off=500 eV, PAW_PBE, Ni:PAW_PBE:02Aug2007, P:PAW_PBE:06Sep2000",,uniaxial,"[1.00352e-05, 0.0]",,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 6x6x6, Ecut-off=500 eV, PAW_PBE, Ni:PAW_PBE:02Aug2007, P:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1397,Mn4Cr4Re4,Imposed tetragonal distortion on cubic phase from Materials Project database,119,188.971796,"[4.01716, 4.01716, 5.85502]","[90.0, 90.0, 90.0]","['Mn1(2b)', 0.0, 0.0, 0.5, 'Cr1(2a)', 0.0, 0.0, 0.0, 'Re1(2d)', 0.0, 0.5, 0.7500000000000001]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.848692,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Cr:PAW_PBE:06Sep2000, Re:PAW_PBE:17Jan2003",,uniaxial,"[1.98129, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Cr:PAW_PBE:06Sep2000, Re:PAW_PBE:17Jan2003",,,,,,,,,,,,,,
1398,Li4Co8Si4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,164.184154,"[3.83322, 3.83322, 5.58693]","[90.0, 90.0, 90.0]","['Li1(2a)', 0.0, 0.0, 0.0, 'Co1(4d)', 0.0, 0.5, 0.25, 'Si1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.00024133700000000002,0.0,"software VASP (vasp.5.3.3), k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Li:PAW_PBE:17Jan2003, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,uniaxial,"[-0.00014638, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Li:PAW_PBE:17Jan2003, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,,,,,,,,,,,,,
1399,Ti3Fe6Si3,Imposed tetragonal distortion on cubic phase from Materials Project database,2,139.720919,"[3.99309, 4.00326, 4.07147]","[60.66093, 60.68849, 60.24871]","['Ti1(1h)', 0.5, 0.5, 0.5, 'Fe1(2i)', 0.24997000000000003, 0.24997000000000003, 0.25008, 'Si1(1a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.000191838,0.0,"software VASP (vasp.5.3.3), k-points mesh , Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Fe:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001",,uniaxial,"[0.0006421560000000001, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh , Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Fe:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001",,,,,,,,,,,,,,
1400,Mn12Si4Ir4,Imposed tetragonal distortion on cubic phase from Materials Project database,19,257.328593,"[6.29696, 6.29696, 6.48972]","[90.0, 90.0, 90.0]","['Mn1(4a)', 0.04793000000000001, 0.62965, 0.28836, 'Mn2(4a)', 0.28836, -0.04793000000000001, 0.37035, 'Mn3(4a)', 0.37035, 0.71164, 0.04793000000000001, 'Si1(4a)', 0.4404, 0.5596000000000001, 0.4404, 'Ir1(4a)', 0.8135000000000001, 0.18650000000000003, 0.8135000000000001]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,1.23357,0.0,"software VASP (vasp.5.3.3), k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001, Ir:PAW_PBE:06Sep2000",,uniaxial,"[0.013660199999999999, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 7x7x7, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Si:PAW_PBE:05Jan2001, Ir:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1401,Ti1Fe1,Imposed tetragonal distortion on cubic phase from Materials Project database,123,25.928467,"[2.93018, 2.93018, 3.01987]","[90.0, 90.0, 90.0]","['Ti1(1d)', 0.5, 0.5, 0.5, 'Fe1(1a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.00149233,0.0,"software VASP (vasp.5.3.3), k-points mesh 17x17x16, Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Fe:PAW_PBE:06Sep2000",,uniaxial,"[0.047997, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 17x17x16, Ecut-off=500 eV, PAW_PBE, Ti_sv:PAW_PBE:26Sep2005, Fe:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1402,Nb4Fe4Sb4,Imposed tetragonal distortion on cubic phase from Materials Project database,119,212.668417,"[4.17851, 4.17851, 6.09019]","[90.0, 90.0, 90.0]","['Nb1(2a)', 0.0, 0.0, 0.0, 'Fe1(2c)', 0.0, 0.5, 0.25, 'Sb1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.000104115,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Nb_pv:PAW_PBE:08Apr2002, Fe:PAW_PBE:06Sep2000, Sb:PAW_PBE:06Sep2000",,uniaxial,"[-0.0007382970000000001, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Nb_pv:PAW_PBE:08Apr2002, Fe:PAW_PBE:06Sep2000, Sb:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1403,Mn4S8,Imposed tetragonal distortion on cubic phase from Materials Project database,61,168.485043,"[5.46792, 5.46792, 5.6353]","[90.0, 90.0, 90.0]","['Mn1(4b)', 0.0, 0.0, 0.5, 'S1(8c)', 0.61921, 0.38079, 0.8807900000000001]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.981661,0.0,"software VASP (vasp.5.3.3), k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, S:PAW_PBE:06Sep2000",,uniaxial,"[0.08091079999999999, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, S:PAW_PBE:06Sep2000",,,,,,,,,,,,,,
1404,Cr1Rh3,Imposed tetragonal distortion on cubic phase from Materials Project database,123,55.228384,"[3.77013, 3.77013, 3.88553]","[90.0, 90.0, 90.0]","['Cr1(1a)', 0.0, 0.0, 0.0, 'Rh1(2e)', 0.0, 0.5, 0.5, 'Rh2(1c)', 0.5, 0.5, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.289054,0.0,"software VASP (vasp.5.3.3), k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Cr:PAW_PBE:06Sep2000, Rh:PAW_PBE:04Feb2005",,uniaxial,"[-0.23088399999999998, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 13x13x12, Ecut-off=500 eV, PAW_PBE, Cr:PAW_PBE:06Sep2000, Rh:PAW_PBE:04Feb2005",,,,,,,,,,,,,,
1405,Y8Co16,Imposed tetragonal distortion on cubic phase from Materials Project database,141,362.287951,"[4.99043, 4.99043, 7.27357]","[90.0, 90.0, 90.0]","['Y1(4a)', 0.0, 0.7500000000000001, 0.125, 'Co1(8d)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.46491000000000005,0.0,"software VASP (vasp.5.3.3), k-points mesh 7x7x6, Ecut-off=500 eV, PAW_PBE, Y_sv:PAW_PBE:25May2007, Co:PAW_PBE:02Aug2007",,uniaxial,"[0.12028699999999999, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 7x7x6, Ecut-off=500 eV, PAW_PBE, Y_sv:PAW_PBE:25May2007, Co:PAW_PBE:02Aug2007",,,,,,,,,,,,,,
1406,Mn4Co8Si4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,178.400725,"[3.94081, 3.94081, 5.74374]","[90.0, 90.0, 90.0]","['Mn1(2a)', 0.0, 0.0, 0.0, 'Co1(4d)', 0.0, 0.5, 0.25, 'Si1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,1.30307,0.0,"software VASP (vasp.5.3.3), k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,uniaxial,"[-0.0743315, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 8x8x8, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,,,,,,,,,,,,,
1407,Cr2N2,Imposed tetragonal distortion on cubic phase from Materials Project database,59,35.998063,"[4.23448, 2.91642, 2.91494]","[90.0, 90.0, 90.0]","['Cr1(2a)', 0.25, 0.25, 0.7543200000000001, 'N1(2b)', 0.25, 0.7500000000000001, 0.25319]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,1.62044,0.0,"software VASP (vasp.5.3.3), k-points mesh 17x17x11, Ecut-off=500 eV, PAW_PBE, Cr:PAW_PBE:06Sep2000, N_s:PAW_PBE:07Sep2000",,uniaxial,"[0.268829, 0.0]",easy axis,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 17x17x11, Ecut-off=500 eV, PAW_PBE, Cr:PAW_PBE:06Sep2000, N_s:PAW_PBE:07Sep2000",,,,,,,,,,,,,,
1408,Li4Co8Ge4,Imposed tetragonal distortion on cubic phase from Materials Project database,139,176.621718,"[3.92767, 3.92767, 5.72459]","[90.0, 90.0, 90.0]","['Li1(2b)', 0.0, 0.0, 0.5, 'Co1(4d)', 0.0, 0.5, 0.25, 'Ge1(2a)', 0.0, 0.0, 0.0]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.00048166800000000004,0.0,"software VASP (vasp.5.3.3), k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Li:PAW_PBE:17Jan2003, Co:PAW_PBE:02Aug2007, Ge_d:PAW_PBE:03Jul2007",,uniaxial,"[-0.0257172, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 9x9x8, Ecut-off=500 eV, PAW_PBE, Li:PAW_PBE:17Jan2003, Co:PAW_PBE:02Aug2007, Ge_d:PAW_PBE:03Jul2007",,,,,,,,,,,,,,
1409,Mn4Co4Si4,Imposed tetragonal distortion on cubic phase from Materials Project database,119,151.239426,"[3.72971, 3.72971, 5.43607]","[90.0, 90.0, 90.0]","['Mn1(2a)', 0.0, 0.0, 0.0, 'Co1(2d)', 0.0, 0.5, 0.7500000000000001, 'Si1(2b)', 0.0, 0.0, 0.5]",1% compressive strain is applied to get the tetragonally distorted structure under the constant volume approximation (unrelaxed crystal structure),,,0.616667,0.0,"software VASP (vasp.5.3.3), k-points mesh 9x9x9, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,uniaxial,"[-0.0706912, 0.0]",easy plane,"software VASP (vasp.5.3.3) with spin-orbit coupling, k-points mesh 9x9x9, Ecut-off=500 eV, PAW_PBE, Mn:PAW_PBE:06Sep2000, Co:PAW_PBE:02Aug2007, Si:PAW_PBE:05Jan2001",,,,,,,,,,,,,,
